kWhDelivered,effective_charging_duration_min,connectionTime_year,connectionTime_month,connectionTime_day,connectionTime_hour,connectionTime_min,connectionTime_sec,disconnectTime_year,disconnectTime_month,disconnectTime_day,disconnectTime_hour,disconnectTime_min,disconnectTime_sec,doneChargingTime_year,doneChargingTime_month,doneChargingTime_day,doneChargingTime_hour,doneChargingTime_min,doneChargingTime_sec
3.347,29.2,2018,9,21,12,10,21,2018,9,21,12,39,46,2018,9,21,12,39,33
4.119,76.5,2018,9,21,13,6,4,2018,9,21,14,22,39,2018,9,21,14,22,34
13.234,620.7166666666667,2018,9,21,13,57,54,2018,9,22,1,27,0,2018,9,22,0,18,37
9.59,270.45,2018,9,21,13,58,11,2018,9,21,18,28,43,2018,9,21,18,28,38
11.622,332.05,2018,9,21,14,9,59,2018,9,21,23,32,30,2018,9,21,19,42,2
13.213,376.0,2018,9,21,14,15,1,2018,9,22,2,9,59,2018,9,21,20,31,1
10.222,243.8,2018,9,21,14,23,36,2018,9,21,18,53,24,2018,9,21,18,27,24
11.355,262.65,2018,9,21,14,27,5,2018,9,21,18,48,45,2018,9,21,18,49,44
12.46,585.5833333333334,2018,9,21,14,30,45,2018,9,22,1,22,46,2018,9,22,0,16,20
10.925,116.36666666666666,2018,9,21,14,33,24,2018,9,21,16,29,51,2018,9,21,16,29,46
10.035,283.46666666666664,2018,9,21,14,37,55,2018,9,22,0,21,56,2018,9,21,19,21,23
1.521,41.95,2018,9,21,14,47,3,2018,9,21,15,29,5,2018,9,21,15,29,0
7.025,70.91666666666667,2018,9,21,14,50,58,2018,9,22,0,0,38,2018,9,21,16,1,53
10.622,232.76666666666668,2018,9,21,14,56,20,2018,9,22,3,7,16,2018,9,21,18,49,6
13.916,365.95,2018,9,21,15,4,13,2018,9,21,23,41,57,2018,9,21,21,10,10
13.949,173.51666666666668,2018,9,21,15,6,53,2018,9,21,19,39,11,2018,9,21,18,0,24
11.07,219.28333333333333,2018,9,21,15,7,27,2018,9,21,18,45,44,2018,9,21,18,46,44
6.224,86.61666666666666,2018,9,21,15,8,49,2018,9,21,23,10,30,2018,9,21,16,35,26
4.572783751486339,534.0833333333334,2018,9,21,15,17,47,2018,9,22,0,10,52,2018,9,22,0,11,52
9.444,89.61666666666666,2018,9,21,15,22,19,2018,9,21,16,51,59,2018,9,21,16,51,56
6.798440860214859,154.83333333333334,2018,9,21,15,24,16,2018,9,22,1,33,50,2018,9,21,17,59,6
4.965,93.91666666666667,2018,9,21,15,26,34,2018,9,22,0,13,11,2018,9,21,17,0,29
13.831111111108804,477.6166666666667,2018,9,21,15,26,42,2018,9,22,1,16,16,2018,9,21,23,24,19
4.177,80.91666666666667,2018,9,21,15,27,44,2018,9,22,0,22,14,2018,9,21,16,48,39
8.913,323.35,2018,9,21,15,29,42,2018,9,21,20,53,11,2018,9,21,20,53,3
14.552951015528256,505.43333333333334,2018,9,21,15,29,57,2018,9,21,23,55,27,2018,9,21,23,55,23
7.057,157.75,2018,9,21,15,34,56,2018,9,22,3,8,42,2018,9,21,18,12,41
11.107,153.61666666666667,2018,9,21,15,36,8,2018,9,22,1,43,8,2018,9,21,18,9,45
7.73,172.31666666666666,2018,9,21,15,39,4,2018,9,21,18,31,28,2018,9,21,18,31,23
13.965,135.75,2018,9,21,15,44,28,2018,9,22,0,51,19,2018,9,21,18,0,13
4.825,96.68333333333334,2018,9,21,15,47,20,2018,9,21,18,46,3,2018,9,21,17,24,1
9.464557945042795,418.06666666666666,2018,9,21,15,47,43,2018,9,21,22,45,51,2018,9,21,22,45,47
14.0591825,400.6,2018,9,21,15,49,32,2018,9,22,0,38,17,2018,9,21,22,30,8
3.654,39.21666666666667,2018,9,21,16,1,13,2018,9,22,0,17,14,2018,9,21,16,40,26
13.911,294.9,2018,9,21,16,2,59,2018,9,21,21,59,25,2018,9,21,20,57,53
1.415,37.35,2018,9,21,16,5,23,2018,9,21,23,56,57,2018,9,21,16,42,44
13.922,380.4166666666667,2018,9,21,16,9,1,2018,9,21,22,41,43,2018,9,21,22,29,26
14.033,307.76666666666665,2018,9,21,16,11,17,2018,9,22,6,31,25,2018,9,21,21,19,3
4.215,88.85,2018,9,21,16,18,23,2018,9,22,0,15,28,2018,9,21,17,47,14
12.268,166.75,2018,9,21,16,39,18,2018,9,21,19,33,17,2018,9,21,19,26,3
6.345,454.28333333333336,2018,9,21,16,44,28,2018,9,22,1,49,5,2018,9,22,0,18,45
7.301,169.11666666666667,2018,9,21,16,51,49,2018,9,22,0,4,27,2018,9,21,19,40,56
7.507,168.11666666666667,2018,9,21,16,57,5,2018,9,22,0,56,24,2018,9,21,19,45,12
10.548,105.28333333333333,2018,9,21,17,3,7,2018,9,22,2,11,48,2018,9,21,18,48,24
46.21229241337294,484.1,2018,9,21,17,3,37,2018,9,22,1,7,45,2018,9,22,1,7,43
3.372,66.66666666666667,2018,9,21,17,6,4,2018,9,21,23,15,27,2018,9,21,18,12,44
4.886,54.4,2018,9,21,17,9,7,2018,9,21,18,14,56,2018,9,21,18,3,31
8.735,84.13333333333334,2018,9,21,17,22,30,2018,9,21,18,46,42,2018,9,21,18,46,38
12.427,433.43333333333334,2018,9,21,18,24,35,2018,9,22,1,37,1,2018,9,22,1,38,1
13.335,234.8,2018,9,21,18,29,41,2018,9,22,0,59,21,2018,9,21,22,24,29
18.501,166.36666666666667,2018,9,21,18,45,53,2018,9,22,1,3,33,2018,9,21,21,32,15
7.580961768219736,252.9,2018,9,21,18,49,20,2018,9,21,23,2,21,2018,9,21,23,2,14
10.611,168.26666666666668,2018,9,21,19,1,44,2018,9,21,21,50,6,2018,9,21,21,50,0
1.142,21.716666666666665,2018,9,21,19,25,0,2018,9,22,0,21,44,2018,9,21,19,46,43
3.941,74.86666666666666,2018,9,21,19,27,30,2018,9,22,0,59,19,2018,9,21,20,42,22
2.722,28.366666666666667,2018,9,21,19,46,13,2018,9,21,23,2,51,2018,9,21,20,14,35
6.727,123.6,2018,9,21,19,48,50,2018,9,22,1,56,18,2018,9,21,21,52,26
1.964,61.666666666666664,2018,9,21,19,50,10,2018,9,22,3,39,7,2018,9,21,20,51,50
2.349,157.21666666666667,2018,9,21,20,13,23,2018,9,21,22,50,41,2018,9,21,22,50,36
5.976,117.35,2018,9,21,20,50,7,2018,9,21,23,36,9,2018,9,21,22,47,28
1.9140576463561687,54.43333333333333,2018,9,21,21,1,49,2018,9,21,21,56,23,2018,9,21,21,56,15
10.602,202.15,2018,9,21,21,9,18,2018,9,22,2,21,33,2018,9,22,0,31,27
3.743645459976365,123.21666666666667,2018,9,21,22,22,7,2018,9,22,0,25,23,2018,9,22,0,25,20
13.216,170.75,2018,9,21,22,26,51,2018,9,22,1,16,38,2018,9,22,1,17,36
23.643,221.98333333333332,2018,9,21,22,45,55,2018,9,22,2,27,58,2018,9,22,2,27,54
3.104,54.233333333333334,2018,9,21,22,58,40,2018,9,21,23,52,59,2018,9,21,23,52,54
5.1965068697730725,124.51666666666667,2018,9,21,23,18,25,2018,9,22,1,22,55,2018,9,22,1,22,56
3.604592293907253,89.76666666666667,2018,9,21,23,39,58,2018,9,22,1,9,51,2018,9,22,1,9,44
1.3,22.916666666666668,2018,9,22,0,0,19,2018,9,22,0,23,19,2018,9,22,0,23,14
5.582,50.43333333333333,2018,9,22,0,7,24,2018,9,22,0,58,18,2018,9,22,0,57,50
4.403,44.85,2018,9,22,0,14,4,2018,9,22,1,19,13,2018,9,22,0,58,55
2.102,63.03333333333333,2018,9,22,0,24,49,2018,9,22,5,29,58,2018,9,22,1,27,51
6.764,125.16666666666667,2018,9,22,0,39,38,2018,9,24,16,38,42,2018,9,22,2,44,48
4.631,41.7,2018,9,22,0,43,32,2018,9,22,1,25,23,2018,9,22,1,25,14
7.206,75.93333333333334,2018,9,22,1,16,45,2018,9,22,2,32,45,2018,9,22,2,32,41
13.707,138.7,2018,9,22,1,42,54,2018,9,22,4,1,45,2018,9,22,4,1,36
2.508,24.283333333333335,2018,9,22,1,53,51,2018,9,22,3,33,45,2018,9,22,2,18,8
8.529,84.06666666666666,2018,9,22,1,54,18,2018,9,22,3,18,26,2018,9,22,3,18,22
5.808,112.53333333333333,2018,9,22,1,55,32,2018,9,22,3,48,13,2018,9,22,3,48,4
5.137,94.3,2018,9,22,2,6,30,2018,9,22,3,40,53,2018,9,22,3,40,48
5.028,48.65,2018,9,22,2,20,45,2018,9,22,4,3,40,2018,9,22,3,9,24
15.648,152.16666666666666,2018,9,22,2,45,9,2018,9,23,23,1,34,2018,9,22,5,17,19
12.201,122.75,2018,9,22,2,54,47,2018,9,22,21,5,3,2018,9,22,4,57,32
4.097,84.06666666666666,2018,9,22,3,35,0,2018,9,22,5,7,33,2018,9,22,4,59,4
5.858,115.11666666666666,2018,9,22,4,8,44,2018,9,22,17,39,32,2018,9,22,6,3,51
15.040822879327788,209.75,2018,9,22,4,13,36,2018,9,22,20,23,56,2018,9,22,7,43,21
13.881,237.75,2018,9,22,4,18,38,2018,9,22,20,23,51,2018,9,22,8,16,23
2.217,43.333333333333336,2018,9,22,4,32,29,2018,9,22,5,32,38,2018,9,22,5,15,49
3.877,35.53333333333333,2018,9,22,6,16,16,2018,9,22,6,51,52,2018,9,22,6,51,48
2.3610812425334484,40.45,2018,9,22,8,39,45,2018,9,22,12,24,59,2018,9,22,9,20,12
10.861,193.48333333333332,2018,9,22,14,28,35,2018,9,22,18,27,15,2018,9,22,17,42,4
13.717,125.45,2018,9,22,14,35,32,2018,9,22,16,41,12,2018,9,22,16,40,59
13.911,124.85,2018,9,22,14,56,35,2018,9,22,17,17,8,2018,9,22,17,1,26
2.484,48.4,2018,9,22,15,9,52,2018,9,22,20,54,40,2018,9,22,15,58,16
13.95,236.56666666666666,2018,9,22,15,12,52,2018,9,22,19,8,28,2018,9,22,19,9,26
2.316,21.066666666666666,2018,9,22,15,59,38,2018,9,22,16,20,47,2018,9,22,16,20,42
4.721,42.75,2018,9,22,16,8,55,2018,9,22,16,51,45,2018,9,22,16,51,40
1.785,42.083333333333336,2018,9,22,16,27,31,2018,9,22,18,17,59,2018,9,22,17,9,36
17.667,157.41666666666666,2018,9,22,16,30,49,2018,9,22,22,46,2,2018,9,22,19,8,14
13.832,129.68333333333334,2018,9,22,16,31,6,2018,9,22,18,40,52,2018,9,22,18,40,47
13.205,229.68333333333334,2018,9,22,16,46,22,2018,9,22,21,30,30,2018,9,22,20,36,3
7.629,67.9,2018,9,22,16,51,18,2018,9,22,17,59,19,2018,9,22,17,59,12
13.951,1640.5833333333333,2018,9,22,16,55,5,2018,9,24,14,59,14,2018,9,23,20,15,40
12.73,117.76666666666667,2018,9,22,16,55,43,2018,9,22,18,53,33,2018,9,22,18,53,29
9.171,82.18333333333334,2018,9,22,16,57,4,2018,9,22,18,19,19,2018,9,22,18,19,15
13.911,669.7833333333333,2018,9,22,17,10,46,2018,9,23,7,17,38,2018,9,23,4,20,33
4.175,37.5,2018,9,22,17,19,31,2018,9,22,17,57,6,2018,9,22,17,57,1
13.878,128.73333333333332,2018,9,22,17,44,43,2018,9,22,20,15,51,2018,9,22,19,53,27
11.747,107.9,2018,9,22,17,52,13,2018,9,22,19,40,11,2018,9,22,19,40,7
4.897,52.5,2018,9,22,17,53,31,2018,9,22,19,24,52,2018,9,22,18,46,1
13.919,129.45,2018,9,22,18,3,12,2018,9,22,21,17,29,2018,9,22,20,12,39
13.906,131.6,2018,9,22,18,10,21,2018,9,22,21,9,3,2018,9,22,20,21,57
12.238,234.85,2018,9,22,18,16,44,2018,9,22,23,58,59,2018,9,22,22,11,35
2.521,79.53333333333333,2018,9,22,18,17,36,2018,9,22,23,30,3,2018,9,22,19,37,8
3.588,34.483333333333334,2018,9,22,18,20,48,2018,9,22,18,55,29,2018,9,22,18,55,17
1.456,13.383333333333333,2018,9,22,18,24,57,2018,9,22,18,38,28,2018,9,22,18,38,20
1.019,120.51666666666667,2018,9,22,18,50,22,2018,9,22,23,15,59,2018,9,22,20,50,53
8.349931302270507,74.61666666666666,2018,9,22,18,57,45,2018,9,22,20,11,22,2018,9,22,20,12,22
4.447,78.95,2018,9,22,18,58,51,2018,9,22,20,17,52,2018,9,22,20,17,48
11.83178464754735,106.98333333333333,2018,9,22,19,3,49,2018,9,22,20,50,55,2018,9,22,20,50,48
13.917,175.88333333333333,2018,9,22,19,8,32,2018,9,22,22,3,26,2018,9,22,22,4,25
7.062,66.2,2018,9,22,19,11,32,2018,9,22,20,17,48,2018,9,22,20,17,44
13.961,128.1,2018,9,22,19,33,9,2018,9,22,21,44,24,2018,9,22,21,41,15
7.494,129.51666666666668,2018,9,22,19,42,23,2018,9,22,21,52,2,2018,9,22,21,51,54
6.492,60.016666666666666,2018,9,22,20,8,40,2018,9,22,21,8,46,2018,9,22,21,8,41
5.587,96.26666666666667,2018,9,22,20,18,40,2018,9,22,21,55,1,2018,9,22,21,54,56
6.863814217442394,44.333333333333336,2018,9,22,20,24,0,2018,9,23,20,26,45,2018,9,22,21,8,20
13.969,148.26666666666668,2018,9,22,20,27,16,2018,9,22,22,54,33,2018,9,22,22,55,32
8.397,74.86666666666666,2018,9,22,20,44,11,2018,9,22,21,59,15,2018,9,22,21,59,3
13.983,154.2,2018,9,22,21,52,47,2018,9,23,1,31,22,2018,9,23,0,26,59
8.096,75.15,2018,9,22,22,2,3,2018,9,22,23,17,19,2018,9,22,23,17,12
7.18,67.45,2018,9,22,22,3,30,2018,9,22,23,11,9,2018,9,22,23,10,57
4.307,40.06666666666667,2018,9,22,22,3,53,2018,9,22,22,44,1,2018,9,22,22,43,57
13.044,134.43333333333334,2018,9,22,22,11,59,2018,9,23,5,3,47,2018,9,23,0,26,25
1.107,29.283333333333335,2018,9,22,22,18,9,2018,9,22,23,51,52,2018,9,22,22,47,26
3.612,33.75,2018,9,22,22,37,54,2018,9,22,23,11,43,2018,9,22,23,11,39
5.255,48.0,2018,9,22,22,54,37,2018,9,22,23,42,42,2018,9,22,23,42,37
4.113,39.13333333333333,2018,9,22,23,8,54,2018,9,23,1,51,3,2018,9,22,23,48,2
5.69,114.93333333333334,2018,9,22,23,42,32,2018,9,23,7,0,48,2018,9,23,1,37,28
2.988,62.06666666666667,2018,9,22,23,58,37,2018,9,23,1,4,2,2018,9,23,1,0,41
3.119,60.75,2018,9,23,0,40,48,2018,9,23,1,53,19,2018,9,23,1,41,33
0.939,8.133333333333333,2018,9,23,1,2,39,2018,9,23,1,10,52,2018,9,23,1,10,47
6.071,117.05,2018,9,23,1,5,16,2018,9,23,18,58,0,2018,9,23,3,2,19
1.0412738948624032,12.016666666666667,2018,9,23,1,11,48,2018,9,23,1,23,52,2018,9,23,1,23,49
11.227,101.0,2018,9,23,1,19,52,2018,9,23,3,0,57,2018,9,23,3,0,52
13.89,162.73333333333332,2018,9,23,1,37,49,2018,9,23,5,23,36,2018,9,23,4,20,33
15.494074074078206,680.45,2018,9,23,1,51,37,2018,9,23,13,11,5,2018,9,23,13,12,4
5.928,51.35,2018,9,23,2,6,51,2018,9,23,2,58,17,2018,9,23,2,58,12
6.124,104.98333333333333,2018,9,23,3,6,20,2018,9,23,4,51,21,2018,9,23,4,51,19
13.877,142.13333333333333,2018,9,23,3,12,3,2018,9,23,5,51,47,2018,9,23,5,34,11
8.576553166067987,82.4,2018,9,23,3,28,44,2018,9,23,7,29,38,2018,9,23,4,51,8
1.856,30.933333333333334,2018,9,23,9,1,31,2018,9,23,9,32,32,2018,9,23,9,32,27
6.317347670251457,117.13333333333334,2018,9,23,10,26,4,2018,9,23,12,26,5,2018,9,23,12,23,12
1.813,18.333333333333332,2018,9,23,12,50,52,2018,9,23,13,9,16,2018,9,23,13,9,12
2.729569892473242,44.28333333333333,2018,9,23,13,11,13,2018,9,23,13,55,32,2018,9,23,13,55,30
3.472,67.25,2018,9,23,13,20,57,2018,9,23,23,7,3,2018,9,23,14,28,12
12.099,107.38333333333334,2018,9,23,13,34,40,2018,9,23,15,22,7,2018,9,23,15,22,3
2.249,67.31666666666666,2018,9,23,14,11,24,2018,9,23,16,16,24,2018,9,23,15,18,43
13.61965352449445,163.65,2018,9,23,15,13,45,2018,9,23,22,22,25,2018,9,23,17,57,24
23.535,223.11666666666667,2018,9,23,15,15,25,2018,9,23,18,58,36,2018,9,23,18,58,32
8.359550477897265,92.48333333333333,2018,9,23,15,16,10,2018,9,23,16,48,46,2018,9,23,16,48,39
0.608,5.566666666666666,2018,9,23,15,21,33,2018,9,23,15,27,12,2018,9,23,15,27,7
4.628,40.93333333333333,2018,9,23,15,23,26,2018,9,23,16,11,47,2018,9,23,16,4,22
13.2722879330942,145.25,2018,9,23,15,24,1,2018,9,23,17,49,23,2018,9,23,17,49,16
25.885,235.63333333333333,2018,9,23,15,24,16,2018,9,23,19,25,58,2018,9,23,19,19,54
13.727871666666667,144.28333333333333,2018,9,23,15,47,25,2018,9,23,18,33,35,2018,9,23,18,11,42
5.653,50.68333333333333,2018,9,23,16,5,19,2018,9,23,16,56,5,2018,9,23,16,56,0
13.908,239.4,2018,9,23,16,6,4,2018,9,23,20,27,17,2018,9,23,20,5,28
7.603,68.16666666666667,2018,9,23,16,7,47,2018,9,23,17,17,36,2018,9,23,17,15,57
9.382,87.61666666666666,2018,9,23,16,39,41,2018,9,23,18,7,31,2018,9,23,18,7,18
10.579,96.4,2018,9,23,17,42,13,2018,9,23,19,18,42,2018,9,23,19,18,37
5.644,57.2,2018,9,23,17,48,20,2018,9,23,18,48,34,2018,9,23,18,45,32
13.906,134.83333333333334,2018,9,23,18,8,28,2018,9,23,22,56,40,2018,9,23,20,23,18
13.873,146.31666666666666,2018,9,23,18,33,43,2018,9,24,1,10,53,2018,9,23,21,0,2
13.80402527777778,328.2,2018,9,23,19,7,4,2018,9,24,0,35,20,2018,9,24,0,35,16
13.196,228.15,2018,9,23,19,18,9,2018,9,24,1,11,25,2018,9,23,23,6,18
13.867,131.88333333333333,2018,9,23,19,31,30,2018,9,23,22,18,8,2018,9,23,21,43,23
4.616,44.05,2018,9,23,19,43,20,2018,9,23,20,27,28,2018,9,23,20,27,23
13.8,136.86666666666667,2018,9,23,20,1,7,2018,9,24,2,30,47,2018,9,23,22,17,59
13.1,133.18333333333334,2018,9,23,20,17,57,2018,9,24,4,20,46,2018,9,23,22,31,8
14.261621863808337,224.63333333333333,2018,9,23,20,26,13,2018,9,24,1,51,4,2018,9,24,0,10,51
6.1,114.93333333333334,2018,9,23,20,56,45,2018,9,24,1,30,8,2018,9,23,22,51,41
22.668,206.13333333333333,2018,9,23,21,10,15,2018,9,24,0,36,32,2018,9,24,0,36,23
2.497,76.7,2018,9,23,21,13,8,2018,9,23,23,30,51,2018,9,23,22,29,50
10.816,120.05,2018,9,23,21,25,4,2018,9,24,0,41,35,2018,9,23,23,25,7
14.30172789724917,222.01666666666668,2018,9,23,21,51,28,2018,9,24,1,32,33,2018,9,24,1,33,29
5.226,49.516666666666666,2018,9,23,22,23,51,2018,9,23,23,13,26,2018,9,23,23,13,22
13.866,127.86666666666666,2018,9,23,22,33,48,2018,9,24,1,17,20,2018,9,24,0,41,40
5.014,99.83333333333333,2018,9,23,22,36,8,2018,9,24,3,30,54,2018,9,24,0,15,58
13.343,981.95,2018,9,23,23,4,1,2018,9,24,15,32,55,2018,9,24,15,25,58
7.843,69.93333333333334,2018,9,23,23,21,37,2018,9,24,0,31,46,2018,9,24,0,31,33
3.515,61.983333333333334,2018,9,23,23,38,5,2018,9,24,0,40,9,2018,9,24,0,40,4
3.702,33.5,2018,9,23,23,57,47,2018,9,24,0,31,21,2018,9,24,0,31,17
13.267,199.33333333333334,2018,9,24,0,45,52,2018,9,24,4,4,44,2018,9,24,4,5,12
4.543,78.8,2018,9,24,1,1,34,2018,9,24,2,20,26,2018,9,24,2,20,22
3.561,68.88333333333334,2018,9,24,1,23,33,2018,9,24,2,44,35,2018,9,24,2,32,26
3.2032482078848,63.36666666666667,2018,9,24,1,51,11,2018,9,24,2,56,16,2018,9,24,2,54,33
13.893,141.25,2018,9,24,1,53,6,2018,9,24,5,8,6,2018,9,24,4,14,21
11.195,106.78333333333333,2018,9,24,2,27,44,2018,9,24,4,35,36,2018,9,24,4,14,31
35.61397550777008,582.3666666666667,2018,9,24,2,51,15,2018,9,24,13,52,24,2018,9,24,12,33,37
9.77,89.33333333333333,2018,9,24,3,38,55,2018,9,24,5,22,25,2018,9,24,5,8,15
13.108965053761318,1191.2833333333333,2018,9,24,4,9,4,2018,9,25,0,15,2,2018,9,25,0,0,21
5.318,97.81666666666666,2018,9,24,5,7,6,2018,9,24,6,46,13,2018,9,24,6,44,55
6.919360812425165,157.4,2018,9,24,9,32,47,2018,9,24,12,9,15,2018,9,24,12,10,11
12.401,253.18333333333334,2018,9,24,11,46,36,2018,9,24,20,10,9,2018,9,24,15,59,47
3.105,59.1,2018,9,24,13,8,44,2018,9,24,15,59,15,2018,9,24,14,7,50
10.624,102.31666666666666,2018,9,24,13,23,27,2018,9,24,15,5,51,2018,9,24,15,5,46
10.595,246.48333333333332,2018,9,24,13,29,2,2018,9,24,23,49,26,2018,9,24,17,35,31
12.595,196.16666666666666,2018,9,24,13,49,49,2018,9,24,23,48,40,2018,9,24,17,5,59
18.150128434886494,468.15,2018,9,24,13,59,6,2018,9,24,22,43,28,2018,9,24,21,47,15
19.44705645161562,725.4333333333333,2018,9,24,14,6,15,2018,9,25,2,10,43,2018,9,25,2,11,41
9.225522700118525,199.41666666666666,2018,9,24,14,6,50,2018,9,24,17,25,15,2018,9,24,17,26,15
11.024,150.13333333333333,2018,9,24,14,12,58,2018,9,24,23,46,27,2018,9,24,16,43,6
4.402,42.78333333333333,2018,9,24,14,27,24,2018,9,24,16,10,51,2018,9,24,15,10,11
14.014,474.3,2018,9,24,14,33,3,2018,9,24,22,26,42,2018,9,24,22,27,21
15.134,653.75,2018,9,24,14,33,9,2018,9,25,1,26,58,2018,9,25,1,26,54
3.915,92.0,2018,9,24,14,33,9,2018,9,24,19,37,14,2018,9,24,16,5,9
12.183,567.8333333333334,2018,9,24,14,34,38,2018,9,25,0,48,16,2018,9,25,0,2,28
10.477,470.71666666666664,2018,9,24,14,35,19,2018,9,24,22,25,46,2018,9,24,22,26,2
20.55,200.63333333333333,2018,9,24,14,38,16,2018,9,24,22,16,7,2018,9,24,17,58,54
12.265,330.48333333333335,2018,9,24,14,43,15,2018,9,25,3,25,7,2018,9,24,20,13,44
15.693,433.6333333333333,2018,9,24,14,46,50,2018,9,24,21,59,48,2018,9,24,22,0,28
5.549,140.95,2018,9,24,14,49,38,2018,9,25,1,1,22,2018,9,24,17,10,35
3.351,67.03333333333333,2018,9,24,14,51,8,2018,9,25,1,2,12,2018,9,24,15,58,10
16.978611111109608,414.5,2018,9,24,15,5,4,2018,9,24,22,0,27,2018,9,24,21,59,34
32.784,401.1,2018,9,24,15,7,23,2018,9,24,23,34,18,2018,9,24,21,48,29
10.292,96.85,2018,9,24,15,12,33,2018,9,24,16,49,29,2018,9,24,16,49,24
6.126,150.26666666666668,2018,9,24,15,17,28,2018,9,24,23,38,12,2018,9,24,17,47,44
8.438985961768164,250.8,2018,9,24,15,17,57,2018,9,25,0,25,40,2018,9,24,19,28,45
31.29,377.15,2018,9,24,15,18,33,2018,9,24,23,49,0,2018,9,24,21,35,42
4.091,89.25,2018,9,24,15,20,12,2018,9,25,2,16,4,2018,9,24,16,49,27
50.54763888889071,616.2833333333333,2018,9,24,15,23,49,2018,9,25,1,39,9,2018,9,25,1,40,6
11.9426553166057,377.3666666666667,2018,9,24,15,28,21,2018,9,24,23,40,34,2018,9,24,21,45,43
12.392,378.76666666666665,2018,9,24,15,28,24,2018,9,24,22,57,11,2018,9,24,21,47,10
13.776,566.2666666666667,2018,9,24,15,28,53,2018,9,25,0,55,13,2018,9,25,0,55,9
2.029,500.1333333333333,2018,9,24,15,31,18,2018,9,24,23,54,43,2018,9,24,23,51,26
2.014,48.06666666666667,2018,9,24,15,32,33,2018,9,24,18,59,38,2018,9,24,16,20,37
9.538,437.4,2018,9,24,15,34,24,2018,9,25,0,14,50,2018,9,24,22,51,48
13.406,383.03333333333336,2018,9,24,15,38,7,2018,9,24,22,1,33,2018,9,24,22,1,9
13.81,139.5,2018,9,24,15,40,16,2018,9,24,22,6,27,2018,9,24,17,59,46
4.792,142.91666666666666,2018,9,24,15,40,51,2018,9,24,18,48,26,2018,9,24,18,3,46
11.533903333333331,358.3333333333333,2018,9,24,15,47,51,2018,9,25,0,46,41,2018,9,24,21,46,11
10.682,492.31666666666666,2018,9,24,15,51,51,2018,9,25,0,4,15,2018,9,25,0,4,10
6.587,287.9166666666667,2018,9,24,15,54,6,2018,9,24,20,41,3,2018,9,24,20,42,1
14.117,517.2833333333333,2018,9,24,15,56,18,2018,9,25,0,33,39,2018,9,25,0,33,35
10.376,267.8333333333333,2018,9,24,16,1,20,2018,9,25,1,1,21,2018,9,24,20,29,10
5.69,143.88333333333333,2018,9,24,16,1,44,2018,9,25,3,9,13,2018,9,24,18,25,37
7.013,71.31666666666666,2018,9,24,16,6,55,2018,9,24,20,28,11,2018,9,24,17,18,14
49.557,513.8,2018,9,24,16,8,37,2018,9,25,0,42,29,2018,9,25,0,42,25
10.75,326.6,2018,9,24,16,8,54,2018,9,24,22,5,32,2018,9,24,21,35,30
5.131,94.11666666666666,2018,9,24,16,16,2,2018,9,25,1,34,50,2018,9,24,17,50,9
1.123,65.8,2018,9,24,16,19,0,2018,9,25,1,53,30,2018,9,24,17,24,48
7.658,270.6666666666667,2018,9,24,16,22,11,2018,9,24,23,49,37,2018,9,24,20,52,51
6.731,247.53333333333333,2018,9,24,16,22,22,2018,9,25,1,27,2,2018,9,24,20,29,54
2.972,508.3333333333333,2018,9,24,16,54,17,2018,9,25,1,21,51,2018,9,25,1,22,37
1.712,512.0833333333334,2018,9,24,16,57,14,2018,9,25,1,31,6,2018,9,25,1,29,19
3.562,148.88333333333333,2018,9,24,17,13,0,2018,9,24,22,22,58,2018,9,24,19,41,53
2.884858124252898,94.85,2018,9,24,17,25,43,2018,9,24,18,59,34,2018,9,24,19,0,34
5.338040621265398,225.88333333333333,2018,9,24,18,59,42,2018,9,24,22,45,42,2018,9,24,22,45,35
8.145,342.96666666666664,2018,9,24,19,5,54,2018,9,25,0,48,57,2018,9,25,0,48,52
1.464,51.55,2018,9,24,19,57,1,2018,9,25,0,41,43,2018,9,24,20,48,34
6.473,245.16666666666666,2018,9,24,20,4,43,2018,9,25,0,9,58,2018,9,25,0,9,53
2.269,109.28333333333333,2018,9,24,20,24,9,2018,9,24,22,13,10,2018,9,24,22,13,26
8.227,256.71666666666664,2018,9,24,20,32,20,2018,9,25,0,49,7,2018,9,25,0,49,3
7.139,368.21666666666664,2018,9,24,20,41,48,2018,9,25,2,49,3,2018,9,25,2,50,1
3.397,123.26666666666667,2018,9,24,21,37,19,2018,9,24,23,39,36,2018,9,24,23,40,35
2.231,175.88333333333333,2018,9,24,22,10,16,2018,9,25,1,6,18,2018,9,25,1,6,9
5.159,168.4,2018,9,24,22,20,51,2018,9,25,1,9,23,2018,9,25,1,9,15
0.669,62.6,2018,9,24,22,30,56,2018,9,24,23,33,38,2018,9,24,23,33,32
5.651,119.85,2018,9,24,23,25,25,2018,9,25,1,25,20,2018,9,25,1,25,16
2.158,90.76666666666667,2018,9,24,23,52,7,2018,9,25,1,22,57,2018,9,25,1,22,53
4.652,133.83333333333334,2018,9,24,23,58,0,2018,9,25,2,11,55,2018,9,25,2,11,50
3.356,113.86666666666666,2018,9,25,0,6,31,2018,9,25,2,0,28,2018,9,25,2,0,23
6.625,238.21666666666667,2018,9,25,0,20,23,2018,9,25,17,18,31,2018,9,25,4,18,36
